Item name	Val	Category
Backbreaker of the Tiger	12.39	Gear
Forest Hoop of the Tiger	12.39	Gear
Nightshade Cloak of Agility	12.04	Gear
Bearded Boneaxe	12	Gear
Looming Gavel	12	Gear
Umbral Crystal	12	Gear
Sunscale Helmet	12	Gear
Quicksilver Ring of the Owl	11.77	Gear
Formidable Legguards of the Monkey	11.5	Gear
Darkmist Orb of Fiery Wrath	11.15	Gear
Battlefield Destroyer of the Tiger	10.62	Gear
Elegant Mantle of the Eagle	10.53	Gear
Meadow Ring of the Wolf	10.53	Gear
Swamp Pendant of the Wolf	10.53	Gear
Wizard's Hand of the Wolf	10.53	Gear
Marsh Ring of the Monkey	10.35	Gear
Lord's Breastplate of the Owl	10.09	Gear
Ankh of Life	10	Gear
Band of the Unicorn	10	Gear
Black Duskwood Staff	10	Gear
Black Pearl Ring	10	Gear
Combatant Claymore	10	Gear
Crystalpine Stinger	10	Gear
Deadwood Sledge	10	Gear
Gauntlets of Elements	10	Gear
Gnarled Ash Staff	10	Gear
Mountainside Buckler	10	Gear
Polished Jazeraint Armor	10	Gear
Razor's Edge	10	Gear
Redbeard Crest	10	Gear
Sheepshear Mantle	10	Gear
Shield of Thorsen	10	Gear
Southsea Lamp	10	Gear
The Queen's Jewel	10	Gear
Vilerend Slicer	10	Gear
Wildheart Gloves	10	Gear
Earthborn Kilt	10	Gear
Arachnidian Legguards of the Eagle	9.78	Gear
Ember Wand of Frozen Wrath	9.73	Gear
Colossal Great Axe of the Bear	9.56	Gear
Adventurer's Cape of Stamina	9.29	Gear
Wizard's Hand of Intellect	9.29	Gear
Gallant Flamberge of the Monkey	9.2	Gear
Dark Espadon of the Eagle	9.03	Gear
Heavy Lamellar Chestpiece of the Eagle	9.03	Gear
Lord's Breastplate of Agility	9.03	Gear
Umbral Wand of the Wolf	9.03	Gear
Diviner Long Staff of the Whale	8.85	Gear
Forest Pendant of the Tiger	8.85	Gear
Vorpal Dagger of Power	8.85	Gear
Tusker Sword of Strength	8.67	Gear
Beheading Blade of the Bear	8.5	Gear
Umbral Wand of the Falcon	8.5	Gear
Widow Blade of the Tiger	8.5	Gear
Bonecaster's Crown of the Owl	8.41	Gear
Engraved Cape of the Owl	8.41	Gear
Harpy Needler of the Owl	8.41	Gear
Master's Belt of the Owl	8.41	Gear
Monk's Staff of the Owl	8.41	Gear
Mystical Leggings of the Owl	8.41	Gear
Opulent Robes of the Owl	8.41	Gear
Pagan Shoes of the Owl	8.41	Gear
Resplendent Bracelets of the Owl	8.41	Gear
Spiritchaser Staff of the Owl	8.41	Gear
Templar Legplates of the Monkey	8.05	Gear
Band of Purification	8	Gear
Battlecaller Gauntlets	8	Gear
Beazel's Basher	8	Gear
Cow King's Hide	8	Gear
Elemental Raiment	8	Gear
Elven Spirit Claws	8	Gear
Enduring Cap	8	Gear
Gloves of Old	8	Gear
Glowing Magical Bracelets	8	Gear
Hellslayer Battle Axe	8	Gear
Khoo's Point	8	Gear
Orb of Mistmantle	8	Gear
Rod of Molten Fire	8	Gear
Sandals of the Insurgent	8	Gear
Twisted Sabre	8	Gear
Impenetrable Gauntlets of Healing	7.96	Gear
Mystical Cape of Intellect	7.96	Gear
Spiritchaser Staff of Healing	7.96	Gear
Templar Girdle of Power	7.96	Gear
Mystical Headwrap of Frozen Wrath	7.79	Gear
Arctic Ring of Agility	7.52	Gear
Corpse Harvester of Agility	7.52	Gear
Engraved Cape of the Eagle	7.52	Gear
Ivory Wand of the Eagle	7.52	Gear
Monk's Staff of the Wolf	7.52	Gear
Ornate Gauntlets of the Wolf	7.52	Gear
Viridian Band of the Eagle	7.52	Gear
Warlord's Axe of the Eagle	7.52	Gear
Emerald Legplates of the Bear	7.43	Gear
Obsidian Pendant of the Bear	7.43	Gear
Basalt Necklace of Intellect	7.3	Gear
Engraved Helm of the Falcon	7.08	Gear
Engraved Leggings of the Falcon	7.08	Gear
Exquisite Flamberge of the Tiger	7.08	Gear
Heavy Lamellar Leggings of the Tiger	7.08	Gear
Ivory Wand of the Falcon	7.08	Gear
Ranger Helm of the Tiger	7.08	Gear
Sacrificial Kris of Power	7.08	Gear
Sacrificial Kris of the Tiger	7.08	Gear
Swashbuckler's Leggings of Power	7.08	Gear
Templar Gauntlets of Power	7.08	Gear
Trueshot Bow of the Tiger	7.08	Gear
Ranger Shoulders of the Owl	7.06	Gear
High Bergg Helm	7	Gear
Tribal Worg Helm	7	Gear
Desert Ring of the Monkey	6.9	Gear
Lord's Breastplate of the Monkey	6.9	Gear
Rageclaw Belt of the Monkey	6.9	Gear
Razor Blade of Shadow Wrath	6.77	Gear
Revenant Chestplate of the Eagle	6.77	Gear
Templar Girdle of the Eagle	6.77	Gear
Councillor's Cuffs of the Owl	6.73	Gear
Jadefire Cloak of the Owl	6.73	Gear
Lead Band of the Owl	6.73	Gear
Ranger Helm of the Owl	6.73	Gear
Scaled Leather Headband of the Owl	6.73	Gear
Sniper Rifle of the Owl	6.73	Gear
Swashbuckler's Leggings of the Owl	6.73	Gear
Clay Ring of the Gorilla	6.64	Gear
Councillor's Circlet of Intellect	6.64	Gear
Elegant Cloak of Intellect	6.64	Gear
Greater Maul of the Gorilla	6.64	Gear
Master's Belt of Intellect	6.64	Gear
Councillor's Cloak of the Owl	6.39	Gear
Arctic Pendant of the Falcon	6.37	Gear
Cabalist Chestpiece of the Bear	6.37	Gear
Crusader's Armor of the Falcon	6.37	Gear
Hyperion Vambraces of the Bear	6.37	Gear
Jet Chain of Intellect	6.37	Gear
Clay Ring of Strength	6.19	Gear
Corpse Harvester of Strength	6.19	Gear
Nightshade Spaulders of Stamina	6.19	Gear
Overlord's Greaves of the Tiger	6.19	Gear
Percussion Shotgun of Stamina	6.19	Gear
Skullcrusher Mace of the Tiger	6.19	Gear
Lunar Leggings of the Owl	6.05	Gear
Ancient Crown of the Wolf	6.02	Gear
Bonelink Epaulets of the Wolf	6.02	Gear
Chieftain's Breastplate of the Eagle	6.02	Gear
Chieftain's Shoulders of Agility	6.02	Gear
Councillor's Shoulders of the Eagle	6.02	Gear
Crusader Bow of Agility	6.02	Gear
Crusader Bow of the Eagle	6.02	Gear
Exquisite Flamberge of the Wolf	6.02	Gear
Gryphon Mail Legguards of the Eagle	6.02	Gear
Jadefire Cloak of the Eagle	6.02	Gear
Knight's Legguards of the Eagle	6.02	Gear
Lord's Gauntlets of the Eagle	6.02	Gear
Moon Cleaver of Agility	6.02	Gear
Smashing Star of Shadow Wrath	6.02	Gear
Sniper Rifle of the Wolf	6.02	Gear
Steadfast Buckler of the Wolf	6.02	Gear
Trueshot Bow of the Wolf	6.02	Gear
Warmonger's Leggings of Agility	6.02	Gear
Poison-tipped Bone Spear	6	Gear
Silver-lined Belt	6	Gear
Tyrant's Greaves	6	Gear
Onyx Ring of the Gorilla	5.97	Gear
Royal Amice of the Owl	5.88	Gear
Basalt Necklace of the Bear	5.84	Gear
Duskwoven Robe of Frozen Wrath	5.84	Gear
Mystical Boots of Frozen Wrath	5.84	Gear
Crusader's Leggings of the Monkey	5.75	Gear
Crystal Sword of the Monkey	5.75	Gear
Engraved Cape of the Monkey	5.75	Gear
Jadefire Gloves of the Monkey	5.75	Gear
Nightshade Gloves of the Monkey	5.75	Gear
Overlord's Legplates of the Monkey	5.75	Gear
Ricochet Blunderbuss of the Monkey	5.75	Gear
Spiritchaser Staff of the Monkey	5.75	Gear
Nightshade Armguards of Healing	5.73	Gear
Fen Ring of the Wolf	5.72	Gear
Crusader Bow of the Falcon	5.66	Gear
Masterwork Gauntlets of the Falcon	5.66	Gear
Scaled Leather Headband of the Falcon	5.66	Gear
Steadfast Coronet of the Falcon	5.66	Gear
Headstriker Sword of the Monkey	5.52	Gear
Iridium Circle of the Owl	5.38	Gear
Mystical Mantle of the Owl	5.38	Gear
Chieftain's Shoulders of Intellect	5.31	Gear
Clay Ring of the Bear	5.31	Gear
Duskwoven Turban of Intellect	5.31	Gear
Ebonclaw Reaver of the Tiger	5.31	Gear
Furious Falchion of Power	5.31	Gear
Furious Falchion of the Tiger	5.31	Gear
Magus Long Staff of Spirit	5.31	Gear
Monk's Staff of the Bear	5.31	Gear
Monstrous War Axe of the Bear	5.31	Gear
Overlord's Spaulders of the Bear	5.31	Gear
Scaled Leather Headband of Intellect	5.31	Gear
Spectral Necklace of the Gorilla	5.31	Gear
Bonecaster's Gloves of the Eagle	5.27	Gear
Embossed Plate Armor of the Eagle	5.27	Gear
Infiltrator Cap of the Wolf	5.27	Gear
Ancient Pauldrons of the Owl	5.04	Gear
Archer's Cap of the Owl	5.04	Gear
Bloodwoven Cord of the Owl	5.04	Gear
Bonecaster's Boots of the Owl	5.04	Gear
Champion's Pauldrons of the Owl	5.04	Gear
Councillor's Sash of the Owl	5.04	Gear
Durable Hat of the Owl	5.04	Gear
Gaea's Amice of the Owl	5.04	Gear
Gossamer Tunic of the Owl	5.04	Gear
Iridium Chain of the Owl	5.04	Gear
Regal Robe of the Owl	5.04	Gear
Righteous Boots of the Owl	5.04	Gear
Righteous Leggings of the Owl	5.04	Gear
Wolf Rider's Shoulder Pads of the Owl	5.04	Gear
Antipodean Rod	5	Gear
Bloodpike	5	Gear
Cold Basilisk Eye	5	Gear
Deanship Claymore	5	Gear
Enchanted Kodo Bracers	5	Gear
Firebane Cloak	5	Gear
Gargoyle's Bite	5	Gear
Pads of the Venom Spider	5	Gear
Skeletal Club	5	Gear
Serpentskin Boots	5	Gear
Alabaster Plate Leggings	5	Gear
Crusader Bow of the Tiger	5	Gear
Bonelink Cape of the Falcon	4.96	Gear
Darkmist Orb of the Whale	4.96	Gear
Ebon Scimitar of the Tiger	4.96	Gear
Moon Cleaver of Strength	4.96	Gear
Arachnidian Girdle of the Owl	4.88	Gear
Basalt Necklace of the Boar	4.87	Gear
Ranger Shoulders of the Monkey	4.83	Gear
Revenant Chestplate of the Bear	4.78	Gear
Templar Girdle of the Bear	4.78	Gear
Gryphon Mail Gauntlets of the Owl	4.71	Gear
Commander's Gauntlets of the Gorilla	4.65	Gear
Crusader's Belt of Intellect	4.65	Gear
Chieftain's Breastplate of the Monkey	4.6	Gear
Ornate Pauldrons of the Monkey	4.6	Gear
Ranger Helm of the Monkey	4.6	Gear
Sacrificial Kris of the Monkey	4.6	Gear
Savannah Ring of the Monkey	4.6	Gear
Swashbuckler's Cape of the Monkey	4.6	Gear
Tracker's Tunic of the Monkey	4.6	Gear
Acrobatic Staff of the Eagle	4.51	Gear
Archer's Cap of the Eagle	4.51	Gear
Archer's Cap of the Wolf	4.51	Gear
Brigade Pauldrons of the Eagle	4.51	Gear
Councillor's Sash of the Eagle	4.51	Gear
Durable Hat of the Eagle	4.51	Gear
Gossamer Robe of the Eagle	4.51	Gear
Heavy Lamellar Gauntlets of the Eagle	4.51	Gear
Lord's Cape of the Eagle	4.51	Gear
Lunar Sphere of the Wolf	4.51	Gear
Ornate Greaves of the Wolf	4.51	Gear
Ranger Leggings of the Eagle	4.51	Gear
Robust Helm of the Eagle	4.51	Gear
Warmonger's Greaves of the Eagle	4.51	Gear
Ringed Helm	4.5	Gear
Clay Ring of the Boar	4.42	Gear
Crusader's Armguards of Power	4.42	Gear
Knightly Longsword of Power	4.42	Gear
Knightly Longsword of the Tiger	4.42	Gear
Spiritchaser Staff of the Boar	4.42	Gear
Greenstone Circle of Strength	4.34	Gear
Skullcrusher Mace of Strength	4.34	Gear
Bloodforged Chestpiece of the Bear	4.25	Gear
Champion's Pauldrons of the Falcon	4.25	Gear
Field Plate Armor of the Bear	4.25	Gear
Headstriker Sword of the Boar	4.25	Gear
Iridium Circle of Intellect	4.25	Gear
Overlord's Chestplate of the Bear	4.25	Gear
Ranger Helm of the Bear	4.25	Gear
Ranger Leggings of the Falcon	4.25	Gear
Royal Mallet of the Bear	4.25	Gear
Sacrificial Kris of the Bear	4.25	Gear
Smashing Star of the Bear	4.25	Gear
Warbringer's Legguards of the Bear	4.25	Gear
Captain's Breastplate of the Owl	4.2	Gear
Celestial Cape of the Owl	4.2	Gear
Chrome Ring of the Owl	4.2	Gear
Duskwoven Sandals of the Owl	4.2	Gear
Gaea's Belt of the Owl	4.2	Gear
Gryphon Mail Belt of the Owl	4.2	Gear
Imposing Pants of the Owl	4.2	Gear
Opulent Mantle of the Owl	4.2	Gear
Regal Armor of the Owl	4.2	Gear
Scaled Leather Tunic of the Owl	4.2	Gear
Sorcerer Hat of the Owl	4.2	Gear
Wild Leather Shoulders of the Owl	4.2	Gear
Jade Greaves of the Tiger	4.07	Gear
Skullcrusher Mace of the Monkey	4.03	Gear
Drakewing Bands	4	Gear
Heart Ring	4	Gear
Pulsating Hydra Heart	4	Gear
Emblazoned Hat	4	Gear
Keeper's Hooves	4	Gear
Scorpashi Shoulder Pads	4	Gear
Pridelord Bands	4	Gear
Alabaster Breastplate	4	Gear
Abjurer's Bands of Intellect	3.98	Gear
Duskwoven Cape of Healing	3.98	Gear
Elegant Circlet of Fiery Wrath	3.98	Gear
Opulent Leggings of Fiery Wrath	3.98	Gear
Wanderer's Cloak of Intellect	3.98	Gear
Brigade Girdle of the Tiger	3.89	Gear
Goblin Nutcracker of the Tiger	3.89	Gear
Gossamer Headpiece of Frozen Wrath	3.89	Gear
Nobles Brand of Power	3.89	Gear
Nobles Brand of the Tiger	3.89	Gear
Wanderer's Belt of the Tiger	3.89	Gear
Bonelink Sabatons of the Monkey	3.8	Gear
Talisman of the Naga Lord	3.8	Gear
Cabalist Cloak of the Eagle	3.76	Gear
Cabalist Leggings of the Eagle	3.76	Gear
Chieftain's Boots of Agility	3.76	Gear
Chrome Ring of the Eagle	3.76	Gear
Crusader's Armguards of Agility	3.76	Gear
Embossed Plate Pauldrons of the Eagle	3.76	Gear
Gryphon Mail Belt of the Wolf	3.76	Gear
Huntsman's Gloves of the Eagle	3.76	Gear
Impenetrable Sabatons of the Eagle	3.76	Gear
Jazeraint Chestguard of the Eagle	3.76	Gear
Lord's Crown of the Eagle	3.76	Gear
Ornate Bracers of the Wolf	3.76	Gear
Scaled Leather Tunic of the Wolf	3.76	Gear
Wanderer's Boots of the Eagle	3.76	Gear
Warmonger's Gauntlets of the Eagle	3.76	Gear
Wild Leather Shoulders of the Eagle	3.76	Gear
Embossed Plate Armor of the Bear	3.72	Gear
Skullcrusher Mace of the Bear	3.72	Gear
Warbringer's Crown of the Bear	3.72	Gear
Cabalist Spaulders of the Owl	3.7	Gear
Durable Rod of Frozen Wrath	3.7	Gear
Magician Staff of Frozen Wrath	3.7	Gear
Tracker's Belt of the Owl	3.7	Gear
Ancient Chestpiece of the Monkey	3.68	Gear
Elegant Bracers of Fiery Wrath	3.58	Gear
Ancient Legguards of the Falcon	3.54	Gear
Ballast Maul of the Tiger	3.54	Gear
Bonelink Legplates of the Falcon	3.54	Gear
Crusader's Armguards of the Falcon	3.54	Gear
Cutthroat's Armguards of the Falcon	3.54	Gear
Field Plate Shield of the Tiger	3.54	Gear
Greenstone Talisman of the Boar	3.54	Gear
Ivory Band of the Boar	3.54	Gear
Knight's Girdle of Power	3.54	Gear
Lord's Crown of the Falcon	3.54	Gear
Mercenary Blade of Power	3.54	Gear
Mercenary Blade of the Tiger	3.54	Gear
Royal Mallet of the Boar	3.54	Gear
Thaumaturgist Staff of the Whale	3.54	Gear
Tracker's Boots of Power	3.54	Gear
Tracker's Gloves of the Tiger	3.54	Gear
Tyrant's Legplates	3.5	Gear
Protector Cape	3.5	Gear
Chromatic Sword	3.5	Gear
Azora's Will	3.5	Gear
Alabaster Plate Greaves	3.5	Gear
Acrobatic Staff of the Monkey	3.45	Gear
Brigade Pauldrons of the Monkey	3.45	Gear
Captain's Circlet of the Monkey	3.45	Gear
Champion's Pauldrons of the Monkey	3.45	Gear
Emerald Gauntlets of the Monkey	3.45	Gear
Lord's Legguards of the Monkey	3.45	Gear
Abjurer's Gloves of the Owl	3.36	Gear
Ancient Greaves of the Owl	3.36	Gear
Arachnidian Bracelets of the Owl	3.36	Gear
Arachnidian Footpads of the Owl	3.36	Gear
Bloodwoven Rod of the Owl	3.36	Gear
Brigade Circlet of the Owl	3.36	Gear
Captain's Gauntlets of the Owl	3.36	Gear
Darkmist Pants of the Owl	3.36	Gear
Elder's Hat of the Owl	3.36	Gear
Gaea's Cloak of the Owl	3.36	Gear
Gloom Reaper of the Tiger	3.36	Gear
Gossamer Belt of the Owl	3.36	Gear
Gossamer Boots of the Owl	3.36	Gear
Lunar Slippers of the Owl	3.36	Gear
Ranger Boots of the Owl	3.36	Gear
Regal Cloak of the Owl	3.36	Gear
Royal Sash of the Owl	3.36	Gear
Thallium Hoop of the Owl	3.36	Gear
Thistlefur Gloves of the Owl	3.36	Gear
Watcher's Leggings of the Owl	3.36	Gear
Duskwoven Cape of Intellect	3.32	Gear
Revenant Helmet of the Gorilla	3.32	Gear
Bloodspattered Wristbands of the Eagle	3.31	Gear
Cabalist Boots of the Eagle	3.31	Gear
Sentry's Headdress of the Eagle	3.31	Gear
Ebon Scimitar of the Monkey	3.22	Gear
Scorpashi Leggings	3.2	Gear
Dreadblade of the Bear	3.19	Gear
Elder's Hat of Healing	3.19	Gear
Embossed Plate Leggings of the Bear	3.19	Gear
Emerald Gauntlets of the Bear	3.19	Gear
Furious Falchion of the Bear	3.19	Gear
Hillborne Axe of the Tiger	3.19	Gear
Ironhide Bracers of the Whale	3.19	Gear
Magician Staff of the Owl	3.19	Gear
Mystical Headwrap of Fiery Wrath	3.19	Gear
Renegade Chestguard of Power	3.19	Gear
Renegade Chestguard of the Tiger	3.19	Gear
Revenant Bracers of the Bear	3.19	Gear
Righteous Boots of the Bear	3.19	Gear
Sacrificial Kris of Fiery Wrath	3.19	Gear
Warbringer's Spaulders of the Bear	3.19	Gear
Imposing Gloves of the Wolf	3.16	Gear
Brigade Girdle of the Falcon	3.12	Gear
Royal Boots of the Falcon	3.12	Gear
Bloodforged Bindings of Stamina	3.1	Gear
Coral Band of Stamina	3.1	Gear
Ivory Wand of Stamina	3.1	Gear
Jade Bracers of the Boar	3.1	Gear
Lofty Gauntlets of Strength	3.1	Gear
Sardonyx Knuckle of Fire Resistance	3.1	Gear
Warbringer's Shield of Stamina	3.1	Gear
Brigade Gauntlets of the Owl	3.03	Gear
Conjurer's Breeches of the Owl	3.03	Gear
Conjurer's Robe of the Owl	3.03	Gear
Durable Rod of Healing	3.03	Gear
Duskwoven Sash of the Owl	3.03	Gear
Elder's Pants of the Owl	3.03	Gear
Rageclaw Cloak of Healing	3.03	Gear
Sage's Boots of the Owl	3.03	Gear
Watcher's Mantle of the Owl	3.03	Gear
Ancient Defender of the Eagle	3.01	Gear
Archer's Trousers of the Eagle	3.01	Gear
Bonelink Bracers of the Eagle	3.01	Gear
Brigade Cloak of Agility	3.01	Gear
Captain's Boots of the Eagle	3.01	Gear
Conjurer's Hood of the Eagle	3.01	Gear
Cutthroat's Vest of the Eagle	3.01	Gear
Dervish Spaulders of the Eagle	3.01	Gear
Elder's Hat of the Eagle	3.01	Gear
Embossed Plate Girdle of the Eagle	3.01	Gear
Formidable Gauntlets of the Eagle	3.01	Gear
Greenweave Mantle of the Eagle	3.01	Gear
Headhunter's Headdress of the Wolf	3.01	Gear
Huntsman's Cap of the Wolf	3.01	Gear
Infiltrator Boots of the Eagle	3.01	Gear
Infiltrator Boots of the Wolf	3.01	Gear
Infiltrator Pants of Power	3.01	Gear
Infiltrator Shoulders of the Wolf	3.01	Gear
Ivycloth Mantle of Shadow Wrath	3.01	Gear
Ivycloth Mantle of the Eagle	3.01	Gear
Ivycloth Mantle of the Wolf	3.01	Gear
Jazeraint Gauntlets of the Wolf	3.01	Gear
Jazeraint Helm of the Tiger	3.01	Gear
Jazeraint Leggings of Agility	3.01	Gear
Knight's Girdle of the Eagle	3.01	Gear
Knight's Headguard of the Eagle	3.01	Gear
Rageclaw Gloves of the Eagle	3.01	Gear
Ranger Cloak of Agility	3.01	Gear
Ranger Tunic of Agility	3.01	Gear
Ranger Tunic of the Eagle	3.01	Gear
Royal Blouse of the Eagle	3.01	Gear
Royal Gown of the Eagle	3.01	Gear
Sentinel Shoulders of Agility	3.01	Gear
Sentinel Shoulders of the Eagle	3.01	Gear
Sorcerer Pants of the Eagle	3.01	Gear
Stonecutter Claymore of the Eagle	3.01	Gear
Stonecutter Claymore of the Wolf	3.01	Gear
Tracker's Boots of the Eagle	3.01	Gear
Trickster's Headdress of the Wolf	3.01	Gear
Trickster's Leggings of Agility	3.01	Gear
Twilight Cowl of the Wolf	3.01	Gear
Warmonger's Cloak of the Eagle	3.01	Gear
Watcher's Leggings of the Eagle	3.01	Gear
Wolf Rider's Gloves of the Eagle	3.01	Gear
Double Link Tunic	3	Gear
Emblazoned Chestpiece	3	Gear
Moccasins of the White Hare	3	Gear
Scorpashi Slippers	3	Gear
Starsight Tunic	3	Gear
Hawkeye's Cord	3	Gear
Glimmering Mail Coif	3	Gear
Executioner's Sword	3	Gear
Ogremind Ring	3	Gear
Warden's Wizard Hat	3	Gear
Scarlet Gauntlets	3	Gear
Serpentskin Cloak	3	Gear
Heavy Lamellar Girdle of the Monkey	2.99	Gear
Nocturnal Cap of the Monkey	2.99	Gear
Bonelink Belt of the Falcon	2.97	Gear
Ebon Scimitar of the Bear	2.97	Gear
High Chief's Bindings of the Gorilla	2.92	Gear
Bloodforged Sabatons of the Monkey	2.88	Gear
Brutish Gauntlets of the Monkey	2.88	Gear
Imposing Pants of the Monkey	2.88	Gear
Knightly Longsword of the Monkey	2.88	Gear
Ornate Bracers of the Monkey	2.88	Gear
Overlord's Girdle of the Monkey	2.88	Gear
Tracker's Shoulderpads of the Monkey	2.88	Gear
Warmonger's Gauntlets of the Monkey	2.88	Gear
Wolf Rider's Padded Armor of the Monkey	2.88	Gear
Lunar Leggings of Fiery Wrath	2.87	Gear
Gloom Reaper of the Eagle	2.86	Gear
Gloom Reaper of the Wolf	2.86	Gear
Royal Headband of the Owl	2.86	Gear
Archer's Trousers of the Falcon	2.83	Gear
Brigade Leggings of the Falcon	2.83	Gear
Deadly Kris of Power	2.83	Gear
Lunar Slippers of the Falcon	2.83	Gear
Sentinel Shoulders of the Falcon	2.83	Gear
Steadfast Stompers of the Falcon	2.83	Gear
Conk Hammer of the Bear	2.76	Gear
Brigade Gauntlets of the Eagle	2.71	Gear
Captain's Waistguard of the Wolf	2.71	Gear
Duskwoven Bracers of the Eagle	2.71	Gear
Hillborne Axe of the Eagle	2.71	Gear
Hillborne Axe of the Wolf	2.71	Gear
Murphstar of Shadow Wrath	2.71	Gear
Sorcerer Mantle of Shadow Wrath	2.71	Gear
Warmonger's Belt of the Eagle	2.71	Gear
Sage's Pants of the Owl	2.69	Gear
Archer's Jerkin of Intellect	2.65	Gear
Ballast Maul of the Gorilla	2.65	Gear
Battleforge Shoulderguards of the Tiger	2.65	Gear
Bloodforged Shoulder Pads of the Boar	2.65	Gear
Brutish Boots of the Boar	2.65	Gear
Chieftain's Belt of the Bear	2.65	Gear
Chieftain's Headdress of the Bear	2.65	Gear
Dwarven Magestaff of Power	2.65	Gear
Elder's Hat of Intellect	2.65	Gear
Embossed Plate Bracers of the Gorilla	2.65	Gear
Field Plate Leggings of the Bear	2.65	Gear
Gossamer Cape of Intellect	2.65	Gear
Gothic Plate Gauntlets of the Bear	2.65	Gear
Infiltrator Boots of the Gorilla	2.65	Gear
Ironhide Breastplate of Shadow Resistance	2.65	Gear
Knightly Longsword of the Bear	2.65	Gear
Lodestone Necklace of the Boar	2.65	Gear
Lofty Belt of the Bear	2.65	Gear
Lunar Mantle of Intellect	2.65	Gear
Opulent Cape of Intellect	2.65	Gear
Phalanx Breastplate of Power	2.65	Gear
Phalanx Breastplate of the Tiger	2.65	Gear
Potent Bands of Intellect	2.65	Gear
Ranger Tunic of Intellect	2.65	Gear
Renegade Leggings of the Boar	2.65	Gear
Revenant Shoulders of the Bear	2.65	Gear
Sequoia Branch of the Boar	2.65	Gear
Spiritchaser Staff of Spirit	2.65	Gear
Tracker's Headband of the Bear	2.65	Gear
Warmonger's Circlet of the Tiger	2.65	Gear
Watcher's Cap of Intellect	2.65	Gear
Wild Leather Shoulders of the Bear	2.65	Gear
Banded Gauntlets of the Eagle	2.56	Gear
Bonelink Gauntlets of Healing	2.55	Gear
Brigade Gauntlets of the Falcon	2.55	Gear
Warbringer's Sabatons of the Bear	2.55	Gear
Brigade Girdle of the Monkey	2.53	Gear
Champion's Armor of the Monkey	2.53	Gear
Nobles Brand of the Monkey	2.53	Gear
Champion's Gauntlets of the Owl	2.52	Gear
Durable Rod of Intellect	2.52	Gear
Dwarven Magestaff of the Owl	2.52	Gear
Greenweave Leggings of the Owl	2.52	Gear
Huntsman's Belt of the Owl	2.52	Gear
Huntsman's Cape of the Owl	2.52	Gear
Huntsman's Leggings of the Owl	2.52	Gear
Magician Staff of Intellect	2.52	Gear
Regal Cuffs of the Owl	2.52	Gear
Royal Trousers of the Owl	2.52	Gear
Shimmering Gloves of the Owl	2.52	Gear
Sorcerer Gloves of the Owl	2.52	Gear
Sorcerer Sash of the Owl	2.52	Gear
Twilight Pants of the Owl	2.52	Gear
Blackened Defias Leggings	2.5	Gear
Mistscape Sash	2.5	Gear
Sunscale Sabatons	2.5	Gear
Heraldic Cloak	2.5	Gear
Imperial Red Cloak	2.5	Gear
Chromite Gauntlets	2.5	Gear
Myrmidon's Breastplate	2.5	Gear
Glyphed Belt	2.5	Gear
Ballast Maul of Strength	2.48	Gear
Captain's Cloak of Strength	2.48	Gear
Fortified Chain of Power	2.48	Gear
Ghostwalker Crown of the Tiger	2.48	Gear
Lord's Crest of Strength	2.48	Gear
Phalanx Gauntlets of Power	2.48	Gear
Saltstone Surcoat of Strength	2.48	Gear
Scaled Leather Headband of Stamina	2.48	Gear
Sniper Rifle of Stamina	2.48	Gear
Templar Chestplate of Stamina	2.48	Gear
Templar Legplates of the Whale	2.48	Gear
Trickster's Pauldrons of Stamina	2.48	Gear
Imposing Gloves of the Monkey	2.42	Gear
Deadly Kris of Agility	2.41	Gear
Jazeraint Helm of the Falcon	2.41	Gear
Tracker's Leggings of Agility	2.41	Gear
Huntsman's Leggings of Healing	2.39	Gear
Knight's Pauldrons of the Gorilla	2.39	Gear
Mystical Belt of Fiery Wrath	2.39	Gear
Shimmering Gloves of Healing	2.39	Gear
Sorcerer Sash of Healing	2.39	Gear
Stone Hammer of the Gorilla	2.39	Gear
Gossamer Bracers of the Owl	2.35	Gear
Gossamer Gloves of the Owl	2.35	Gear
Lupine Cord of the Owl	2.35	Gear
Saltstone Gauntlets of Strength	2.35	Gear
Goblin Nutcracker of the Bear	2.34	Gear
Heavy Lamellar Boots of the Bear	2.34	Gear
Nobles Brand of the Bear	2.34	Gear
Tracker's Belt of the Bear	2.34	Gear
Archer's Trousers of the Monkey	2.3	Gear
Ballast Maul of the Monkey	2.3	Gear
Bonelink Bracers of the Monkey	2.3	Gear
Cabalist Gloves of the Monkey	2.3	Gear
Captain's Gauntlets of the Monkey	2.3	Gear
Champion's Bracers of the Monkey	2.3	Gear
Conk Hammer of the Boar	2.3	Gear
Gryphon Cloak of the Monkey	2.3	Gear
Headhunter's Headdress of the Monkey	2.3	Gear
Huntsman's Armor of the Monkey	2.3	Gear
Jadefire Belt of the Monkey	2.3	Gear
Jazeraint Gauntlets of the Monkey	2.3	Gear
Jazeraint Pauldrons of the Monkey	2.3	Gear
Knight's Girdle of the Monkey	2.3	Gear
Mercenary Blade of the Monkey	2.3	Gear
Nocturnal Tunic of the Monkey	2.3	Gear
Phalanx Headguard of the Monkey	2.3	Gear
Potent Bands of the Monkey	2.3	Gear
Ranger Boots of the Monkey	2.3	Gear
Righteous Gloves of the Monkey	2.3	Gear
Robust Tunic of the Monkey	2.3	Gear
Tracker's Gloves of the Monkey	2.3	Gear
